,words,sentiments,word
3897,दुनैको,,dunai
3898,रोल्पाको,,rolpa
3899,घाउ,दुखी,wound
3900,सिरानीमा,,pillow
3901,सिउरी,,er
3902,निदाउन,,sleep
3903,आदर्शको,,ideals
3904,बुझ्दिन,,do not understand
3905,छातछुल्ल,,chatachulla
3906,अंगाल्दै,,sindhupalchok
3907,बसेर,,down
3908,एकअर्कालाई,,another
3909,बुझौ,,wherein
3910,छिचोल्ने,,chicolne
3911,मघुर,,maghura
3912,गाउँ,,village
3913,नियतिका,,brings him
3914,खेलहरु,,games
3915,माथि,,up
3916,झरेजस्तो,,jharejasto
3917,फगतमा,,phagatama
3918,सुसेलेर,,suselera
3919,सुस्ताउन,,to slow down
3920,पाउदिन,,paudina
3921,संघर्षका,,conflict
3922,भेउ,,carbon monoxide
3923,जताजतै,,jatajatai
3924,अल्झिएका,,grappling
3925,संगाल्दै,,sangaldai
3926,बुनौ,,bunau
3927,विराम,,pause
3928,छोडौँ,,chodaum
3929,पि्रत,,pirata
3930,लाउँ,,laum
3931,सह्रै,,rigor
3932,असजिलो,,uncomfortable
3933,उचाईमा,,height
3934,पुगेर,,reached
3935,मैदान,,ground
3936,भईदिनु,,bhaidinu
3937,मैदानमा,,ground
3938,उकालो,,uphill
3939,सन्तान,love,children
,,patriotic,#VALUE!
,,,#VALUE!
3941,स्वच्छन्द,love,promiscuous
3942,आमाहरु,patriotic,mothers
3943,छेउको,patriotic,side
3944,अभिशप्त,sad,baneful
3945,अफ्ठ्यारो,दुखी,difficulties
3946,गह्रो,दुखी,"hard,"
,,,#VALUE!
,,,#VALUE!
3949,उच्च,happy,superior
,,,#VALUE!
3951,समुन्द्र,देश्भक्ती,sea
,समुन्द्र,प्रेम,sea
,,,#VALUE!
,,,#VALUE!
3954,साथि,हर्श,best friends
,साथि,प्रेम,best friends
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
3958,झिलिमिलि,हर्श,jhilimili
3959,इर्ष्या,प्रेम,jealousy
,,,#VALUE!
3961,धर्ति,देश्भक्ती,dharti
,,,#VALUE!
3963,विघ्न,sad,disruption
3964,प्रगति,हर्श,progress
3965,एकादेश,patriotic,-i
,,,#VALUE!
3967,देश,patriotic,country
3968,गुँरास,प्रेम,rhododendron
,गुँरास,देश्भक्ती,rhododendron
3969,रोधि,happy,rare
,,,#VALUE!
,,,#VALUE!
3972,घर,patriotic,house
3973,गरू,patriotic,zion
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
3977,आशिष,happy,blessing
3978,पठा'छन्,,pathachan
3979,प्रियसीले,प्रेम,priyasile
3980,पठा'छिन्,,pathachin
3981,जन्मभुमिले,देश्भक्ती ,janmabhumile
3982,दशा,दुखी,state
3983,बिग्रेको,,corrupted
3984,बिग्रेका,,corrupted
3985,लडेर,,fighting
3986,विरता,देश्भक्ती ,virata
3987,डढेको,दुखी,burnt
3988,पोखु,दुखी,pokhu
3989,सुन्दिने,,sundine
,,,#VALUE!
3991,सार्है,,greatly
3992,पाहाड,देश्भक्ती ,mountain
3993,उचाइमा,,height
3994,भैदिनु,,bhaidinu
3995,होओओओओ,,hooooo
3996,हे.ए,,hee
3997,पुग्छन,,pugchana
3998,स्वछन्द,,loose
3999,जराहरु,दुखी,jaraharu
4000,चौतारीहुन,,cautarihuna
4001,अभिसक्त,,abhisakta
4002,अप्ठ्यारो,दुखी,difficult
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
4006,तिमिलाइ,,yo
4007,सम्हाली,प्रेम,hold
,सम्हाली,दुखी,hold
4008,जोगाएर,प्रेम,preserved
4009,राख२,,ash 2
4010,गन्दै,,counting
4011,हासी,,ponting
4012,लजाउदै,प्रेम,lajaudai
4013,तेति,,although there
4014,पल्टाएथे,,paltaethe
4015,हजुरलाइ,,hajuralai
4016,बिउझेउ,,biujheu
4017,पागल,दुखी,crazy
,पागल,प्रेम,crazy
4018,प्रेमी,,lover
4019,बेहोसी,दुखी,careless
4020,सम्हाल,,care
4021,नत्र,,"otherwise,"
4022,बौलाउने,,baulaune
4023,अग्लिने,,agline
4024,गहिरिने,,gahirine
4025,जन्मै,,yours
4026,देखिको,,since
4027,लडाइँ,,fight
4028,सकिने,,can
4029,पर्वतहरु,,mountains
4030,फोरी,,fori
4031,दुखेको,,pain
4032,दुखै,,exceedingly
4033,हिम,,ice
4034,छलेको,दुखी,deceit
4035,छलै,,chalai
4036,छाँगो,,rolling
4037,छाँगै,,chamgai
4038,छल्क्यो,,chalkyo
4039,छुट्ने,,leave
4040,सेतै,,white
4041,निलै,,nilai
4042,बसेँ,,molly
4043,हाँसिरहेथ्यो,,hamsirahethyo
4044,लजाउँदै,,timidly
4045,पल्टाएथेँ,,paltaethem
4046,बिउँझ्यौ,,biumjhyau
4047,मरि,,summoning
4048,चेथेर,,cethera
4049,नफाल,,give
4050,सिरानमा,,panitanki
4051,फोटो,,photograph
4052,सेतो,,white
4053,कागतमा,,stationery
4054,रङ्गले,हर्श,purple
4055,फूलबुट्टा,हर्श,the hems
4056,पठाछु,,pathachu
4057,जतन,,save
4058,बाचेर,,bacera
4059,जवाफ,,answer
4060,पठाउनु,,sent
4061,आकाशै,,towering
4062,खुर्पी,,khurpi
4063,तुम्बाको,,gourd
4064,लोँदुली,,lomduli
4065,छेकनी,,chekani
4066,भेटघाट,हर्श,drink
4067,बुझाउनी,,understanding
4068,पल्ला,,skirt
4069,घरका,,house
4070,वोइका,,voika
4071,चाँदिका,,the lords
4072,कंगना,,kangna
4073,हिमले,,himale
4074,ल्याउँछ,,cause
4075,हिमको,,himako
4076,खात,,fossa
4077,बन,देश्भक्ती,became
4078,देख्छ,,sees
4079,शितैमा,,free and
4080,नओईलाउँदो,,naoilaumdo
4081,त्यही,,the
4082,बुढी,प्रेम,the woman
4083,बौसी,,bausi
4084,भन्छन,,proverb
4085,गरीब,दुखी,the poor
4086,चोर,,thief
4087,चलन,,currency
4088,खान,,khan
4089,सबैजना,,everyone
4090,आउँछन,,amid the
4091,अघी,,ago
4092,पछी,,later
4093,आखिरमा,,"finally,"
4094,काल,दुखी,time
4095,गती,,speed
4096,विगतबाट,,ahead
4097,हिँड्ने,,walking
4098,ठाउँ,,place
4099,शिखर,देश्भक्ती ,summit
4100,देखिँदैन,,does not seem to
4101,उहिलेको,,thing
4102,सकौँ,,sion
4103,तराईमा,देश्भक्ती ,terai
4104,सीमा,,limit
4105,गहिरिए,,dwell
4106,मेटीँदैन,,metimdaina
4107,माफी,दुखी,sorry
4108,सदभाव,प्रेम,harmony
