X,words,sentiments,word,sentiment
744,भाज्ञ्यमा,,bhajnyama,NA
745,कोरिएका,,drawn,NA
746,सुख,,happiness,आशा
746,सुख,,happiness,खुशी
746,सुख,,happiness,सकारात्मक
747,स्विकार्छन,,svikarchana,सकारात्मक
748,तिता,दुखी,hostility,रिस
748,तिता,दुखी,hostility,घृणा
,तिता,,,दुखी
748,तिता,दुखी,hostility,नकारात्मक
749,पल,,moment,NA
750,केहि,,some,NA
751,मिठा,,sweet,आशा
751,मिठा,,sweet,खुशी
751,मिठा,,sweet,सकारात्मक
751,मिठा,,sweet,आश्चर्य
751,मिठा,,sweet,विश्वास
752,ई,,e,NA
753,हातहरु,,hands,NA
754,प्रसस्त,,enough,सकारात्मक
755,सान्त्वना,,comfort,आशा
755,सान्त्वना,,comfort,खुशी
755,सान्त्वना,,comfort,सकारात्मक
755,सान्त्वना,,comfort,विश्वास
756,बाटोमा,,way,NA
757,कती,,forgive,सकारात्मक
758,काँडा,,thorns,नकारात्मक
759,फुल,,full,सकारात्मक
760,हिँडे,,abundantly,NA
761,पराई,दुखी,strरिसs,दुखी
762,आफ्ना,,his,NA
763,देखे,,viewed,NA
764,भेटे,,found,खुशी
764,भेटे,,found,सकारात्मक
764,भेटे,,found,विश्वास
765,मोडमा,,mode,NA
766,साहरा,,sahra,NA
767,अल्झेछ,,aljhecha,NA
768,पछ्यौरी,,outer,सकारात्मक
769,चियाको,,tea,NA
770,बुटामा,,twined,NA
771,बल्झेछ,,baljhecha,NA
772,सिमलको,,tall,NA
773,कलिलो,,young,आशा
773,कलिलो,,young,खुशी
773,कलिलो,,young,सकारात्मक
773,कलिलो,,young,आश्चर्य
774,खुट्टामा,,feet,NA
775,आउँथ्यो,,knew,NA
776,चेली,,chelae,NA
777,भनेर,,that,NA
778,दोबाटो,,paths,NA
779,धाई,,nurse,सकारात्मक
779,धाई,,nurse,विश्वास
780,तीजमा,,dhwoju,सकारात्मक
781,पनि,,also,NA
782,बिर्सिछ,,birsicha,NA
783,गरिब,दुखी,the poor,दुखी
784,माईती,,maiti,सकारात्मक
785,सल्ला,,salla,NA
786,रहिन्,,rosa,NA
787,एक्लै,,alone,दुखी
788,कोठामा,,room,NA
789,छोरीलाई,,daughter,खुशी
789,छोरीलाई,,daughter,सकारात्मक
790,आषिस,,asisa,सकारात्मक
791,थाप्न,,the bait,NA
792,पाईन,,pine,नकारात्मक
792,पाईन,,pine,दुखी 
793,अन्तिम,,final,NA
794,कालैमा,,not everything,दुखी
795,भन्थेनी,,would say,NA
796,बाबाले,,father,विश्वास
797,आँशु,दुखी,tears,दुखी
798,झारी,दुखी,bread,दुखी
799,टिकाको,,.gud,NA
800,थालीमा,,begging,नकारात्मक
801,टिका,,hinges,सकारात्मक
802,पठाईदिऊँ,,pathaidium,NA
803,सालको,,year,NA
804,दाईले,,the scene,NA
805,भाईटिकामा,,bhaitikama,सकारात्मक
806,बहिनी,,sister,सकारात्मक
807,फर्केला,,ate the,NA
808,क्षितिजमा,,horizon,आशा
808,क्षितिजमा,,horizon,सकारात्मक
809,निधारमा,,forehead,NA
810,इन्द्रेणी,,rainbow,NA
811,लर्केला,,larkela,NA
812,दिनभरी,,a day,NA
813,काग,,cork,NA
814,कराई,,provided,NA
815,रह्यो,,remained,NA
816,बेलको,,bell,NA
817,ठुटामा,,the rootstock,NA
818,छोपी,,herself,NA
819,नरोउ,,smile because,सकारात्मक
820,भन्नुपर्‍याछ,,bhannuparyacha,NA
821,मुटुमाथि,,mutumathi,
822,ढुंगा,दुखी,stone,रिस
822,ढुंगा,दुखी,stone,नकारात्मक
823,राखि,,the guard,NA
824,हाँस्नुपर्‍याछ,,hamsnuparyacha,आशा
825,उठी,,raised,NA
826,जाने,,let,NA
827,थाहा,,know,NA
828,फर्कि,,back,NA
829,होईन,,not,NA
830,वाचा,,covenant,सकारात्मक
830,वाचा,,covenant,विश्वास
831,छिटै,,soon,सकारात्मक
832,आउछु,,cutesy,NA
833,गर्नुपर्‍याछ,,garnuparyacha,NA
834,छातीभरि,,rightful,सकारात्मक
835,गाँउ,,village,NA
836,बेशी,,surplus,NA
837,पखेरीको,,pakheriko,NA
838,आखाँभरि,दुखी,akhambhari,दुखी
839,मेलापात,,brawl,
839,मेलापात,,brawl,
839,मेलापात,,brawl,
839,मेलापात,,brawl,
840,मायालुको,,loving,खुशी
840,मायालुको,,loving,सकारात्मक
840,मायालुको,,loving,विश्वास
841,कतै,,nowhere,NA
842,जानुपर्‍याछ,,januparyacha,NA
843,भन्ने,,the,NA
844,कुरा,,what,NA
845,भित्रै,,within,NA
846,परेलीका,,rolled,NA
847,ओठबाट,,lips,NA
848,झरी,दुखी,rain,दुखी
849,कुलचिएर,,kulaciera,NA
850,हिड्नुपर्‍याछ,,hidnuparyacha,NA
851,चाहेको,,wanted,NA
852,थिएँ,,i,NA
853,कसैले,,no,NA
854,टिपेछ,,tipecha,NA
855,सौन्द्रय,प्रेम,saundraya,प्रेम
856,बनि,,bene,NA
857,सधै,,always,NA
858,लुकेछ,,lukecha,NA
859,त्यै,,and insist,NA
860,देखि,,from,NA
861,भएर,,by,NA
862,गैदियो,दुखी,gaidiyo,दुखी
863,बिरानो,दुखी,strरिसs,दुखी
864,प्रत्येक,,each,NA
865,म्य्टु,प्रेम,mytu,प्रेम
866,धड्किन्छ,,beats,NA
867,बितेका,,past,NA
868,पुराना,,old,NA
869,कुरक्,,kurak,NA
870,सम्झाई,,samjhai,NA
871,तड्पिन्छ,दुखी,tadpincha,दुखी
872,बाँचि,,live with,NA
873,चाहि,,rulers,NA
874,चोट,दुखी,injury,रिस
874,चोट,दुखी,injury,डर
874,चोट,दुखी,injury,नकारात्मक
874,चोट,दुखी,injury,दुखी 
875,पारी,,innings,NA
876,स्नेहको,,affection,खुशी
876,स्नेहको,,affection,सकारात्मक
876,स्नेहको,,affection,विश्वास
877,हितकारी,,benefit,सकारात्मक
878,चर्केको,,cleft,नकारात्मक
879,जोडिदिने,,jodidine,NA
880,फेरि,,again,NA
881,बस्तु,,item,NA
882,मनमा,,heart,आशा
883,रहे,,are,NA
884,बिरह,दुखी,birha,दुखी
885,भन्नु,,said,NA
,लालिगुराँस,,,देश्भक्ती
886,लालिगुराँस,,nblyc,सकारात्मक
887,भएछु,,volta,NA
888,बनै,,blasts,NA
889,भरि,,throughout,NA
890,फूली,,varicose,नकारात्मक
891,दिन्छु,,give,NA
892,मनै,,deeply,NA
893,फाँटहरुले,,phamtaharule,NA
894,कस्लाई,,who would,NA
895,भिरमा,,cliff,डर
896,पनि﻿,,also,NA
,पिरमा,,,आशा
897,पिरमा,दुखी,pirama,दुखी
898,लालि,,redness,प्रेम
899,गुराँस,,rhododendrons,प्रेम
900,हेरी,,harry,प्रेम
900,हेरी,,harry,सकारात्मक
900,हेरी,,harry,विश्वास
901,भैदिए,,dalit,NA
902,लाइ,,lai,NA
903,सिउदो,,siudo,प्रेम
904,पुण्य,,saintly,आशा
904,पुण्य,,saintly,खुशी
904,पुण्य,,saintly,सकारात्मक
904,पुण्य,,saintly,आश्चर्य
904,पुण्य,,saintly,विश्वास
,मनपराएँ,,,दुखी
905,मनपराएँ,,liked,प्रेम
906,या,,or,NA
907,पाप,दुखी,sin,रिस
