no,word,English,sentiment
3003,स्नेहको,affection,विश्वास
3004,स्पर्स,Spurs,दुःखी 
3005,स्याबास्स,syabassa,सकारात्मक
3006,स्राप,srapa,नकारात्मक
3007,स्राप,,दुःखी 
3008,स्वच्छन्द,promiscuous,नकारात्मक
3009,स्वच्छन्द,promiscuous,प्रेम
3010,स्वछन्द,loose,हर्ष
3011,स्वतन्त्र,free,देशभक्त
3012,स्वदेश,home,देशभक्त
3013,स्वयम्बरको,svayambarako,प्रेम
3014,स्वर,voice,प्रेम
3015,स्वर्ग,heaven,हर्ष
3016,स्वर्गमै,heaven,प्रेम
3017,स्वर्गे,to heaven,सकारात्मक
3018,स्वाभिमानी,proud,आशा
3019,स्वाभिमानी,proud,हर्ष
3020,स्वाभिमानी,proud,सकारात्मक
3021,स्वाभिमानी,proud,विश्वास
3022,स्वामी,lord,घृणा
3023,स्वामी,lord,नकारात्मक
3024,स्वामी,lord,सकारात्मक
3025,स्वामी,lord,विश्वास
3026,स्वार्थी,selfish,रिस
3027,स्वार्थी,selfish,घृणा
3028,स्वार्थी,selfish,नकारात्मक
3029,स्विकार्छन,svikarchana,सकारात्मक
3030,हक,right,सकारात्मक
3031,हजुर,yes,प्रेम
3032,हजुरको,your search,सकारात्मक
3033,हजुरलाई,lions,प्रेम
3034,हजूर,sir,सकारात्मक
3035,हजूर,sir,विश्वास
3036,हतारमा,hasty,नकारात्मक
3037,हत्या,killing,रिस
3038,हत्या,killing,डर
3039,हत्या,killing,नकारात्मक
3040,हत्या,killing,दुःखी 
3041,हम्म्म,hmm,दुःखी 
3042,हरपल,seek to,प्रेम
3043,हरयाली,Green peace,प्रेम
3044,हरायो,lost,नकारात्मक
3045,हरायो,lost,दुःखी 
3046,हरियाली,greenery,हर्ष
3047,हरियाली,greenery,प्रेम
3048,हरियाली,greenery,देशभक्त
3049,हल्ला,rumors,दुःखी 
3050,हल्ला,rumors,नकारात्मक
3051,हसाउछ,hasaucha,हर्ष
3052,हाआ,haa,हर्ष
3053,हात्ती,elephant,आशा
3054,हान्ने,shooting,रिस
3055,हान्ने,shooting,डर
3056,हान्ने,shooting,नकारात्मक
3057,हाम्रो,our,प्रेम
3058,हारे,losses,देशभक्त
3059,हारे,losses,दुःखी 
3060,हारे,losses,प्रेम
3061,हारेन,weakened,नकारात्मक
3062,हारेन,weakened,नकारात्मक
3063,हावा,wind,दुःखी 
3064,हाँवा,hamva,प्रेम
3065,हाँसिदिनु,hamsidinu,हर्ष
3066,हाँसिदिनु,,सकारात्मक
3067,हाँसिदेऊ,hamsideu,सकारात्मक
3068,हाँसिदेऊ,,हर्ष
3069,हाँसी,gladly,हर्ष
3070,हाँसे,howl,हर्ष
3071,हाँसे,howl,सकारात्मक
3072,हाँसेको,yuck,हर्ष
3073,हासेर,hazer,हर्ष
3074,हाँसेर,with a smile,हर्ष
3075,हासो,Hasso,हर्ष
3076,हासो,,प्रेम
3077,हाँसो,laughter,आशा
3078,हाँसो,laughter,हर्ष
3079,हाँसो,laughter,सकारात्मक
3080,हाँसो,laughter,आश्चर्य
3081,हाँसोमा,scoff,हर्ष
3082,हाँसोमा,scoff,हर्ष
3083,हाँसोमा,scoff,हर्ष
3084,हाँस्छ,laughs,हर्ष
3085,हाँस्छ,,सकारात्मक
3086,हास्न,laugh,हर्ष
3087,हास्न,laugh,सकारात्मक
3088,हास्न,laugh,आश्चर्य
3089,हाँस्न,laugh,हर्ष
3090,हाँस्न,laugh,सकारात्मक
3091,हाँस्न,laugh,आश्चर्य
3092,हाँस्नुपर्‍याछ,hamsnuparyacha,आशा
3093,हाँस्यो,disdained,हर्ष
3094,हाँस्यो,disdained,प्रेम
3095,हिडिरहेछु,hidirahechu,आशा
3096,हिँडिरहेछु,himdirahechu,आशा
3097,हितकारी,benefit,सकारात्मक
3098,हिमाल,mountain,देशभक्त
3099,हिमालको,mountain,आशा
3100,हिमालचुली,himalchuli,देशभक्त
3101,हिमालमा,mountains,देशभक्त
3102,हिमाललाई,mountain,देशभक्त
3103,हिरा,diamond,हर्ष
3104,हिरा,diamond,सकारात्मक
3105,हिरो,hero,आशा
3106,हिरो,hero,हर्ष
3107,हिरो,hero,सकारात्मक
3108,हिरो,hero,आश्चर्य
3109,हिरो,hero,विश्वास
3110,हिलो,hilo,नकारात्मक
3111,हिसाब,calculation,आशा
3112,हुदैन,no,नकारात्मक
3113,हुदो,excruciating,डर
3114,हुदो,excruciating,नकारात्मक
3115,हुन्,are,सकारात्मक
3116,हुरी,wind,दुःखी 
3117,हृतु,hrtu,हर्ष
3118,हृदय,heart,प्रेम
3119,हृदयको,heart,प्रेम
3120,हेप्पी,happy,आशा
3121,हेप्पी,happy,हर्ष
3122,हेप्पी,happy,सकारात्मक
3123,हेप्पी,happy,विश्वास
3124,हेय,disdainful,दुःखी 
3125,हेराईमा,visually,प्रेम
3126,हेरि,seal,सकारात्मक
3127,हेरि,seal,विश्वास
3128,हेरी,harry,प्रेम
3129,हेरी,harry,सकारात्मक
3130,हेरी,harry,विश्वास
3131,हेरेको,watch,आशा
3132,हेरेको,watch,डर
3133,हेर्योउ,heryou,दुःखी 
3134,हेर्राईमा,herraima,प्रेम
3135,हेर्राईमा,,दुःखी 
3136,होओओओओ,hooooo,हर्ष
3137,होस,caution,रिस
3138,होस,caution,आशा
3139,होस,caution,डर
3140,होस,caution,नकारात्मक
3141,होसै,carelessly,प्रेम
3142,ह्यान्डसम,hyandasama,सकारात्मक
3143,ह्रदय,heart,प्रेम
3144,ह्रिदयका,forgiveness of,प्रेम
3145,baby,baby,हर्ष
3146,baby,baby,सकारात्मक
3147,darling,darling,हर्ष
3148,darling,darling,सकारात्मक
3149,darling,darling,विश्वास
3150,falling,falling,नकारात्मक
3151,falling,falling,दुःखी 
3152,female,female,सकारात्मक
3153,home,home,प्रेम
3154,sad,sad,दुःखी 
3155,shining,shining,आशा
3156,shining,shining,हर्ष
3157,shining,shining,सकारात्मक
